Table S1h Top ranked cell type-specfic genes based on human data					
					
Zhang2016_logFC	Darmanis2015_logFC	grand_mean	gene	Celltype	
1.67343418396033	1.36619986705712	1.51981702550873	LRRC70	end	
2.31239477909662	0.714673133888428	1.51353395649252	ECSCR	end	
1.60304940474399	1.42228021793675	1.51266481134037	FMO2	end	
3.02531824968748	0	1.51265912484374	ERVMER34-1	end	
0.025615676949194	2.99823046394603	1.51192307044761	FBXO25	end	
1.08711330536874	1.93661889498143	1.51186610017509	HEXIM1	end	
1.67337220962281	1.34986344008718	1.51161782485499	ACTG2	end	
1.60748362050141	1.41354648139785	1.51051505094963	ECE1	end	
3.01410707289769	0	1.50705353644885	CPAMD8	end	
0.800381782473192	2.20330217360954	1.50184197804136	LIN9	end	
1.18728487500023	1.81039411902561	1.49883949701292	FLT1	end	
1.31625069025843	1.68131299614681	1.49878184320262	RSU1	end	
2.28093472811384	0.716475239845087	1.49870498397946	IL15RA	end	
2.47770843672009	0.516029276612173	1.49686885666613	ARRDC2	end	
1.28383587445191	1.70360060050402	1.49371823747797	MRPL1	end	
1.48092354003412	1.49892695547243	1.48992524775327	RAI2	end	
2.97525014485223	0	1.48762507242611	AGRN	end	
1.72583575023157	1.24768381770129	1.48675978396643	ABLIM3	end	
1.34373300799954	1.62531787335129	1.48452544067542	MGP	end	
2.94810396692193	0	1.47405198346097	GPER1	end	
2.9431032236037	0	1.47155161180185	LINC00961	end	
0.851629913267188	2.09100191803805	1.47131591565262	PLA1A	end	
0.904966794982698	2.03635091541512	1.47065885519891	GPX8	end	
0.074669861972533	2.86551291853031	1.47009139025142	SIK2	end	
2.93893667273846	0	1.46946833636923	MT-TM	end	
2.43143292060991	0.498420248002663	1.46492658430628	PLOD1	end	
2.43062004983712	0.496564872729597	1.46359246128336	ATAD2	end	
0.388421386075875	2.53691797793525	1.46266968200556	ASAP1-IT2	end	
0.557490163853588	2.36676469662764	1.46212743024061	TSKU	end	
1.91986024510961	0.999533375805833	1.45969681045772	JUNB	end	
2.91812912767746	0	1.45906456383873	TEAD2	end	
3.61504167406477	-0.697221686100097	1.45890999398234	CCDC3	end	
0.507484863393096	2.40068530490588	1.45408508414949	SLC2A3	end	
0.828517640096089	2.07959863236968	1.45405813623288	PROCR	end	
1.66039400344677	1.24457642131277	1.45248521237977	C2ORF15	end	
1.00107588084434	1.90026480851171	1.45067034467802	YBX3	end	
1.36663947515894	1.53338929883502	1.45001438699698	ZBTB38	end	
1.21247139862043	1.68454194213042	1.44850667037542	DIO3OS	end	
1.03448980095093	1.8551364930355	1.44481314699321	SLC16A13	end	
2.87991688439268	0	1.43995844219634	GJA4	end	
0.435798120125396	2.43626948100453	1.43603380056496	TUBG1	end	
1.22286681497889	1.64132808748496	1.43209745123192	UBE2L6	end	
1.98402499676389	0.874071449089306	1.4290482229266	APOBEC3D	end	
2.85710545948911	0	1.42855272974456	AKR1E2	end	
1.45376321641177	1.38686589578192	1.42031455609685	SVIL	end	
2.27301848316767	0.564373616127877	1.41869604964777	DEAF1	end	
1.4014226109388	1.4351375408232	1.418280075881	TUBB4B	end	
1.12723711050117	1.70608166017972	1.41665938534044	RP11-506B6.6	end	
1.0252643792211	1.79845492877902	1.41185965400006	RBMS3	end	
2.81982003960391	0	1.40991001980195	PABPC4L	end	
0.894918121707963	1.91815379376621	1.40653595773708	IRF1	end	
0.977843924200066	1.83283146618029	1.40533769519018	RBCK1	end	
0.76135314897633	2.04595581056864	1.40365447977249	TBC1D4	end	
1.10679585916954	1.69977660002864	1.40328622959909	SULT1C2	end	
1.81993584061479	0.986080555264147	1.40300819793947	UTRN	end	
2.80356882148147	0	1.40178441074073	SLFN12L	end	
0.982916021302539	1.81571837004418	1.39931719567336	CXCL2	end	
0.777045981690732	2.02023797825031	1.39864197997052	TIMP1	end	
1.7140619050952	1.07880536710501	1.3964336361001	LAMA4	end	
2.65042555154249	0.137434087823382	1.39392981968294	MYO1C	end	
2.72014869481857	0.0516642315184582	1.38590646316852	SNED1	end	
2.41151928518034	0.351977715415599	1.38174850029797	GPR85	end	
2.76136657601831	0	1.38068328800915	TP63	end	
2.76105147894236	0	1.38052573947118	SLC9A3R2	end	
1.93025325470681	0.823181790564715	1.37671752263576	TAP1	end	
2.6697567989911	0.0835356494814068	1.37664622423625	ENPEP	end	
0.30434264863757	2.4450852127466	1.37471393069209	S100A6	end	
1.03252837344112	1.71678570944575	1.37465704144343	TSC22D3	end	
0.691732698505291	2.05637023472947	1.37405146661738	TCF7L1	end	
0	2.74700135597193	1.37350067798597	RP11-553L6.2	end	
1.72149764620668	1.02326451605602	1.37238108113135	KIAA1683	end	
1.02100325200184	1.7177899882888	1.36939662014532	DOCK9-AS1	end	
1.97064589409491	0.765194543342233	1.36792021871857	IGFBP7	end	
2.19628380772589	0.538373147084228	1.36732847740506	NES	end	
3.21784518560777	-0.486926546182752	1.36545931971251	SLCO2A1	end	
1.3836463260581	1.33884966199613	1.36124799402712	CSF3	end	
0.200971861186511	2.51202936303451	1.35650061211051	CNTLN	end	
1.01188186706209	1.68938835437678	1.35063511071943	WNT11	end	
3.2546858446523	-0.564789150015489	1.34494834731841	BMP6	end	
2.68776663407657	0	1.34388331703828	MARVELD2	end	
1.27094753072306	1.41199826301463	1.34147289686885	MT-RNR1	end	
2.68076271178149	0	1.34038135589075	C1QTNF1	end	
0.2916639568122	2.38584053062206	1.33875224371713	PXDC1	end	
0.502469302704648	2.16647400275862	1.33447165273164	LINC00571	end	
3.29129586175686	-0.62507660045951	1.33310963064868	CX3CL1	end	
2.66025065148084	0	1.33012532574042	RN7SL2	end	
1.70762250331855	0.952063495131713	1.32984299922513	PECAM1	end	
1.19769379934616	1.45835479482234	1.32802429708425	TMSB10	end	
1.44456785905916	1.20693405587398	1.32575095746657	COX4I2	end	
1.29202499341516	1.35754437518771	1.32478468430144	SOS1	end	
0.646324747013108	2.00292493672563	1.32462484186937	MSX1	end	
1.95587771777397	0.691346117858318	1.32361191781615	TRGC1	end	
0.405610151488886	2.23871030331494	1.32216022740191	LNX2	end	
0.715516329101698	1.92584347093974	1.32067990002072	GGT1	end	
2.49203637096468	0.148994689681323	1.320515530323	PRSS23	end	
1.60486292278976	1.03583715314736	1.32035003796856	SFTA1P	end	
1.43487035983119	1.20537994926832	1.32012515454975	RP11-654A16.1	end	
3.06060568987718	-0.422169229614946	1.31921823013112	GCNT1	end	
2.63736248133831	0	1.31868124066916	MYLK2	end	
0.639521213949954	1.99758569686544	1.3185534554077	LAMC1	end	
1.27029680472555	1.36224474336181	1.31627077404368	SLC16A2	end	
0.984581891634761	1.64621154375418	1.31539671769447	OGN	end	
1.68653975736426	0.941452481473551	1.31399611941891	PVRL2	end	
2.043035840077	0.584361634484991	1.313698737281	SYDE1	end	
1.2175199809682	1.40267541268361	1.31009769682591	ANKS1A	end	
0.339737668221644	2.28035951773234	1.31004859297699	RP11-302L19.3	end	
1.11745409584828	1.4945908962562	1.30602249605224	ACSL5	end	
0.0893594553606129	2.52165087421614	1.30550516478838	EGFLAM	end	
0.959211819485665	1.65061894411624	1.30491538180095	BMP4	end	
2.53593798975941	0.065218199756333	1.30057809475787	FRMD3	end	
0.56123231302199	2.02932012254271	1.29527621778235	B3GNT2	end	
1.79822469524078	0.789931750185267	1.29407822271302	EPHA2	end	
1.34556542671737	1.23701090593781	1.29128816632759	PARVB	end	
1.63967803538244	0.941826472297569	1.29075225384	SHANK3	end	
2.57804218547374	0	1.28902109273687	D21S2088E	end	
2.57510281321742	0	1.28755140660871	OAS2	end	
2.56900928408135	0	1.28450464204067	KL	end	
1.13696655665663	1.43066787325807	1.28381721495735	APH1A	end	
1.33361753978074	1.22928003128859	1.28144878553467	NEURL1B	end	
-0.233669797629592	2.79152795215012	1.27892907726027	C8ORF4	end	
2.5562196078257	0	1.27810980391285	LSR	end	
2.55554526500911	0	1.27777263250456	MT-TV	end	
1.23159620323405	1.31784988350556	1.27472304336981	TMEM2	end	
1.67077928886693	0.878592881702602	1.27468608528477	SERPINH1	end	
0.367958466538075	2.17718435916974	1.27257141285391	CHST12	end	
1.21203918815149	1.32913056491008	1.27058487653079	GSK3A	end	
2.38059392102917	0.15938969437	1.26999180769959	SHC2	end	
1.35386325811672	1.18499924757233	1.26943125284452	WEE1	end	
2.53553812976404	0	1.26776906488202	MT-TK	end	
1.64641206545204	0.88724544776668	1.26682875660936	MVP	end	
3.23583956337888	-0.703777984265437	1.26603078955672	SCARB1	end	
1.70764233437554	0.821773819114655	1.2647080767451	IGF1R	end	
0.584415970634943	1.94492291502411	1.26466944282953	RPL13AP20	end	
0	2.52524192512593	1.26262096256296	ESM1	end	
-0.761669903619725	3.28437415302865	1.26135212470446	SNAI2	end	
1.63901648915642	0.883356364437792	1.2611864267971	KLF2	end	
0.0397238669319989	2.47228215505564	1.25600301099382	CEBPD	end	
0.844339018106299	1.6571107293479	1.2507248737271	RP11-568K15.1	end	
0.738273874468115	1.7546275132627	1.24645069386541	SUSD2	end	
2.49189914443862	0	1.24594957221931	ANPEP	end	
1.47187252653094	1.01845444461593	1.24516348557343	RP11-392P7.1	end	
3.13098203349344	-0.648216668743595	1.24138268237492	RSAD2	end	
1.6616957127109	0.816699756893689	1.23919773480229	RNF152	end	
2.47794554654079	0	1.23897277327039	IGFBP1	end	
1.96716764844795	0.509078233424832	1.23812294093639	NKD1	end	
1.41009726962224	1.06348170735309	1.23678948848767	FURIN	end	
1.01600317741805	1.4539729267595	1.23498805208878	LMNA	end	
2.20602059052606	0.26026528613533	1.23314293833069	IFI35	end	
1.55376010865406	0.904568926359504	1.22916451750678	SLC20A2	end	
2.66228423831855	-0.204406550989685	1.22893884366443	ANGPT2	end	
0	2.45711610416118	1.22855805208059	TMEM256P2	end	
0.117315032389001	2.32742166543012	1.22236834890956	PMEPA1	end	
2.18387470693961	0.256958255493905	1.22041648121676	SOCS2	end	
0.901033991088208	1.53845254752456	1.21974326930638	BHLHE40	end	
0	2.43628248688191	1.21814124344095	CAPN12	end	
1.87964307943349	0.552880105784527	1.21626159260901	KIRREL	end	
2.34540516960693	0.085513922793547	1.21545954620024	ARHGAP10	end	
1.02980215321846	1.40032861942871	1.21506538632358	SCN4A	end	
0.548845228135449	1.87631745850271	1.21258134331908	FAM21A	end	
2.42449716749282	0	1.21224858374641	TSPAN9	end	
2.42416849221523	0	1.21208424610762	SYT15	end	
2.42098880461033	0	1.21049440230517	ARAP3	end	
0.900531035966961	1.51490599037844	1.2077185131727	ZBTB10	end	
0.422126731186939	1.99263775383085	1.2073822425089	FHL2	end	
0.192522201964463	2.22092408000886	1.20672314098666	FLI1	end	
2.40508720746965	0	1.20254360373482	TBX2	end	
2.30754614005093	0.097066085961774	1.20230611300635	COX7A1	end	
2.40324815163164	0	1.20162407581582	CTA-212A2.1	end	
1.08271764739157	1.31680568194703	1.1997616646693	UBE2S	end	
2.38647947773552	0	1.19323973886776	RASIP1	end	
0.573916014335345	1.81176791009384	1.19284196221459	AKAP12	end	
2.38456461054818	0	1.19228230527409	GRP	end	
0.512064074315179	1.87100203796523	1.1915330561402	OPA3	end	
0.50532737905883	1.87585845332072	1.19059291618978	ADAR	end	
0.896693477338605	1.4763011018257	1.18649728958215	EFNA1	end	
2.36197425342998	0	1.18098712671499	RP11-492E3.2	end	
2.36256410998459	-0.00267249468666323	1.17994580764896	FMO3	end	
0	2.35954867169118	1.17977433584559	RP11-545A16.4	end	
2.35933015964131	0	1.17966507982066	PTH1R	end	
2.35677717843844	0	1.17838858921922	DACT2	end	
1.47022898497613	0.885137552969006	1.17768326897257	PHACTR2	end	
2.34631351757219	0	1.1731567587861	CMTM8	end	
0.697226457566622	1.6417002583468	1.16946335795671	EIF3I	end	
1.16869594998069	1.17011049708209	1.16940322353139	SLC25A39	end	
0.395822080636019	1.93882000533551	1.16732104298577	LINC00920	end	
2.33215100109998	0	1.16607550054999	SLFN13	end	
2.32798878487202	0	1.16399439243601	RP11-394O4.5	end	
1.32981454560822	0.993751178841724	1.16178286222497	FOXC2	end	
2.32174330283212	0	1.16087165141606	LINC01139	end	
0.901646618881223	1.41857349747273	1.16011005817698	IFIH1	end	
0.489940698082238	1.82826529075299	1.15910299441761	INTS12	end	
1.20814475241497	1.10327116081491	1.15570795661494	AC013463.2	end	
1.07893625448287	1.23132258907695	1.15512942177991	EPB41L4A	end	
2.30339206219743	0	1.15169603109872	CBFA2T3	end	
0.878078416418696	1.42052512991528	1.14930177316699	ISLR	end	
2.29532685201587	0	1.14766342600794	SMG1P4	end	
1.65895738735332	0.63215555929775	1.14555647332554	CNN2	end	
3.0075687764466	-0.716967573423506	1.14530060151155	DACH1	end	
1.60305208427685	0.684321019083813	1.14368655168033	RHOC	end	
0	2.28595789606853	1.14297894803426	SKAP1	end	
2.28588809898694	0	1.14294404949347	SPINK8	end	
2.28481354873657	0	1.14240677436828	DEGS2	end	
2.26291995040437	0.014043420238297	1.13848168532134	CMPK2	end	
1.62874675762979	0.643683234111861	1.13621499587082	SHISA5	end	
0.467629169909306	1.79748220150888	1.1325556857091	PTEN	end	
1.01670656217076	1.24631099006872	1.13150877611974	CCDC88C	end	
0.919631808547777	1.34335316276525	1.13149248565651	BTG2	end	
0.378646513801028	1.88174465382481	1.13019558381292	NFKBIA	end	
1.35291412274012	0.905604370856921	1.12925924679852	APOL1	end	
0	2.25743255318583	1.12871627659291	GAPDHP29	end	
2.25726358824684	0	1.12863179412342	FAM162B	end	
3.94103252212068	-1.68803623665148	1.1264981427346	EDN1	end	
0.441881810945154	1.80689350442665	1.1243876576859	EHD1	end	
2.2459760112977	0	1.12298800564885	PCK1	end	
0.693596022976386	1.54895834439661	1.1212771836865	PSMC3	end	
0.568032987959059	1.6723675891506	1.12020028855483	CRIM1	end	
-0.472015270777995	2.70869618548887	1.11834045735544	TTLL1	end	
2.23490707055086	0	1.11745353527543	GJA5	end	
2.25895198696382	-0.0247965633485721	1.11707771180762	GALNT15	end	
1.92788456546608	0.305765482646417	1.11682502405625	TESK1	end	
2.23099028805651	0	1.11549514402825	BATF2	end	
1.05442458181755	1.17474104290383	1.11458281236069	CSRNP1	end	
0	2.22573311639905	1.11286655819953	RP11-340L3.1	end	
1.30555429457465	0.919556493639263	1.11255539410696	ATP8B1	end	
1.07001019518587	1.1541774008833	1.11209379803458	TRIM28	end	
2.06384825957345	0.159497465726256	1.11167286264985	GUK1	end	
1.01109713260343	1.21010231537461	1.11059972398902	RPS28P7	end	
0.191215130906906	2.02576845208341	1.10849179149516	SUV39H1	end	
0.612082836406901	1.59907209949593	1.10557746795142	ACKR1	end	
0.400663182393075	1.80952607624769	1.10509462932038	PIK3R3	end	
0.502200759958505	1.70563011729628	1.10391543862739	AKAP2	end	
0.665848742850825	1.53512059416266	1.10048466850674	ARFGEF2	end	
2.18901465988791	0.0105165152411801	1.09976558756454	RHOBTB1	end	
0.974817106999582	1.21444413702768	1.09463062201363	RPS28	end	
1.37462140970103	0.813608691062256	1.09411505038164	ASS1	end	
2.18711917825191	0	1.09355958912595	CXCL11	end	
0.551017483525523	1.63429823396656	1.09265785874604	SOX13	end	
0.548524732511027	1.63148269289202	1.09000371270152	SLFN12	end	
0.108198174747753	2.06786593344154	1.08803205409465	PPP1R15A	end	
2.17525553628455	0	1.08762776814227	RAMP3	end	
2.03666269926151	0.138259671369317	1.08746118531541	ITGA10	end	
1.57972895305671	0.593127340541395	1.08642814679905	CDK2	end	
0	2.16905994379205	1.08452997189602	U47924.6	end	
2.16886504560774	0	1.08443252280387	FOXL1	end	
2.62924536104611	-0.462065996767985	1.08358968213906	PCDH1	end	
0.972930192905234	1.19351845300455	1.08322432295489	RPSAP51	end	
1.17815752005595	0.986977641835676	1.08256758094581	PLEKHG1	end	
1.23820449147951	0.924705215658604	1.08145485356906	GRB10	end	
0.25218954478319	1.903283752881	1.0777366488321	P4HA2	end	
1.71594144477444	0.437070320081586	1.07650588242801	RHOB	end	
0.868894606982145	1.28344876574046	1.0761716863613	RPS23	end	
1.24262773549094	0.908626913748586	1.07562732461976	STARD8	end	
0.348553092235718	1.80199559942614	1.07527434583093	PML	end	
1.48874860726505	0.658972666437169	1.07386063685111	RPL28	end	
1.72105741648262	0.425430109480858	1.07324376298174	SNAI1	end	
2.14309652161754	0	1.07154826080877	MT-TF	end	
0.898765448629816	1.24319811032555	1.07098177947768	PSMB8	end	
2.49777614734823	-0.355915719049369	1.07093021414943	ANO2	end	
2.13847055804147	0	1.06923527902073	CH507-9B2.3	end	
3.07192770826949	-0.936772684384755	1.06757751194237	FLVCR2	end	
1.40534128886213	0.720852287155998	1.06309678800906	RAB37	end	
1.24479195866299	0.879627365375439	1.06220966201921	PAWR	end	
0.796551558290026	1.32476343134159	1.06065749481581	CSNK1G3	end	
2.42001574043616	-0.299619222134841	1.06019825915066	SLC6A6	end	
0.359136694150798	1.75886588932192	1.05900129173636	GSTP1	end	
1.49120737172135	0.61393930345027	1.05257333758581	LINC00882	end	
0	2.10490233843535	1.05245116921768	RP11-1074O12.1	end	
1.13959011174024	0.964082344192077	1.05183622796616	AHNAK	end	
1.17553824832889	0.927478745848361	1.05150849708863	NDUFAF3	end	
1.54520306233715	0.554215448901538	1.04970925561935	TIPARP	end	
-0.694408803073662	2.7922208878367	1.04890604238152	BIRC3	end	
0.288374331029411	1.80472440917707	1.04654937010324	SNTB1	end	
1.52237254226168	0.562651590491982	1.04251206637683	EOGT	end	
-0.38738053988062	2.46955868559277	1.04108907285607	LINC00222	end	
-0.184898269379469	2.26705071546948	1.04107622304501	ZMYM1	end	
2.18595525207416	-0.110183892431132	1.03788567982151	NID2	end	
2.47317084938955	-0.39801822101121	1.03757631418917	GBP1P1	end	
1.36799796829904	0.702675622166105	1.03533679523257	DPEP2	end	
0.0655540980726884	2.00496300105253	1.03525854956261	WIPI1	end	
-0.179214388092671	2.24593167786475	1.03335864488604	SNX33	end	
-0.0370740357631453	2.10192298219242	1.03242447321464	FAM122C	end	
0.649737873370762	1.41439912982505	1.0320685015979	RP11-373D23.3	end	
1.10656029062639	0.956448915320473	1.03150460297343	FKBP1A	end	
0	2.06255561282436	1.03127780641218	AC104781.1	end	
2.06137587124661	0	1.03068793562331	RP11-474D1.3	end	
0.650953494420433	1.40725568000223	1.02910458721133	PSME1	end	
2.05768735087922	0	1.02884367543961	DDN	end	
2.05683714074911	0	1.02841857037456	MT-TQ	end	
2.054642386022	0	1.027321193011	RP11-1084I9.1	end	
2.05206446693915	0	1.02603223346957	COL6A2	end	
2.04930297785516	0	1.02465148892758	APOL4	end	
1.30587798667643	0.743416003590749	1.02464699513359	MYOCD	end	
0.646499663061603	1.39949194565367	1.02299580435763	NYNRIN	end	
2.3572565482535	-0.314572750502023	1.02134189887574	SLC16A1	end	
0.732545474647467	1.30736985305922	1.01995766385334	GPR108	end	
1.09231119991391	0.94624606613201	1.01927863302296	JUND	end	
1.425683320766	0.611335154478666	1.01850923762233	MT-RNR2	end	
1.04550704058379	0.991017630668534	1.01826233562616	C1ORF54	end	
0.511637961927015	1.52239012083137	1.01701404137919	BTN3A3	end	
1.23473636572268	0.796878459729576	1.01580741272613	CRIP2	end	
2.01041388665019	0.0202704019066367	1.01534214427841	ALS2CL	end	
1.49991867566764	0.528847243445231	1.01438295955644	GADD45B	end	
2.0262318650978	0	1.0131159325489	COL24A1	end	
1.00012020243227	1.02606216369634	1.0130911830643	GSTO2	end	
0.883179933761739	1.14185548130649	1.01251770753412	TRIM56	end	
2.02440868056306	0	1.01220434028153	IL18R1	end	
2.24453763900531	-0.221096387493907	1.0117206257557	ATP7B	end	
1.25886586804291	0.761930388371627	1.01039812820727	TMOD3	end	
0.505527510635901	1.51133247505954	1.00842999284772	TXLNA	end	
0.452595973711476	1.56384460066611	1.00822028718879	OPTN	end	
-0.15141544352042	2.16416082078826	1.00637268863392	ZNF823	end	
0.774508827819989	1.21959372323097	0.997051275525481	ZNF442	end	
0.054576350575462	1.93662946298019	0.995602906777827	NUDT2	end	
1.98778850570209	0	0.993894252851045	IGSF9	end	
-0.321032790716779	2.30473033960173	0.991848774442478	SIK1	end	
1.98333325825682	0	0.991666629128408	FZD10	end	
-1.17817853248488	3.1614350846389	0.991628276077007	DMBT1	end	
1.28365172805914	0.691945288627423	0.987798508343284	PCBP3	end	
1.97201387242448	0	0.986006936212242	MEGF6	end	
0.788031788631366	1.18218217720287	0.985106982917116	NT5DC2	end	
0.515127016564104	1.45334309073007	0.984235053647089	PPP1R10	end	
1.96815417604721	0	0.984077088023606	CD151	end	
0.6378043491727	1.32877657192752	0.983290460550111	SMAGP	end	
0.160057258639579	1.79825896378494	0.979158111212261	PSME2	end	
0.547553278911488	1.41009032677676	0.978821802844121	SNRK	end	
0.0765053644234401	1.88047704769858	0.978491206061009	RPL18AP7	end	
0.492231487325003	1.46169538345161	0.976963435388306	RP11-76C10.3	end	
-0.0159866020395678	1.96650548217566	0.975259440068044	SLC39A13	end	
0.970572052682179	0.979290932548706	0.974931492615442	SPSB2	end	
1.04273987195004	0.901971322930786	0.972355597440413	BLOC1S3	end	
1.94413499630433	0	0.972067498152167	LINC01388	end	
-1.02301071077216	2.96226471185761	0.969627000542727	ALDH1A2	end	
1.18963336914015	0.746787494121309	0.968210431630731	ANXA2P2	end	
-0.718966672381875	2.65336571615384	0.967199521885984	CRISPLD2	end	
2.34169771351585	-0.410709111847642	0.965494300834105	FLNB	end	
-0.580074673712848	2.51027842934619	0.965101877816671	C1R	end	
1.00713384118878	0.922988763464753	0.965061302326765	SLC10A3	end	
0	1.92946455233401	0.964732276167003	ANKRD26P4	end	
0.342796778276942	1.58515318500398	0.963974981640459	RP5-1009E24.8	end	
1.24429958711813	0.683066472378235	0.963683029748184	CKMT2	end	
0.385354373281002	1.53797363408321	0.961664003682106	POMP	end	
1.35119579316482	0.572056835420534	0.961626314292677	HLA-F	end	
1.9198680936773	0	0.95993404683865	PCGF2	end	
0	1.91947855451122	0.95973927725561	RP11-466F5.6	end	
-0.480091766794629	2.39867407142091	0.959291152313139	AC083843.1	end	
0.479707947063626	1.43825554289716	0.958981744980394	CTD-2583A14.11	end	
1.00583049513053	0.909360146525327	0.957595320827927	TNFRSF10D	end	
0.534601783298107	1.37405293488582	0.954327359091963	RAB13	end	
1.06725473461334	0.831997275469268	0.949626005041306	RPS5	end	
1.4303426567676	0.464043844444864	0.947193250606231	DOCK9	end	
2.78737283028305	-0.893515618018297	0.946928606132378	MT-TL1	end	
1.36420361076615	0.528729340266314	0.946466475516234	ADIRF-AS1	end	
-0.405248510748304	2.2935555517724	0.944153520512047	BMP2	end	
-0.0226328312743987	1.90832246039069	0.942844814558146	PRRX1	end	
1.10373352043238	0.781083378483843	0.942408449458112	RP11-777B9.1	end	
1.38568512657046	0.498552883367099	0.94211900496878	OBFC1	end	
1.11188448269483	0.769461069053627	0.940672775874231	LDLR	end	
0	1.88007030084143	0.940035150420715	RP11-152C15.1	end	
1.01072046769231	0.868616266505439	0.939668367098873	KIAA0355	end	
0.291457316630232	1.58363250270087	0.937544909665551	HEBP2	end	
0.379970414019291	1.49470231803305	0.93733636602617	STARD13-AS	end	
0.666707814851575	1.20711195593817	0.936909885394874	ANTXR2	end	
-0.650613619730309	2.5208535475734	0.935119963921548	RP11-401P9.6	end	
1.86921881024291	0	0.934609405121456	VIT	end	
0.854451008035568	1.01417893433335	0.934314971184461	PAQR5	end	
2.44107183631049	-0.573251111001254	0.933910362654616	FGD5	end	
1.86642075479007	0	0.933210377395037	RP11-158I3.3	end	
0	1.86640634674646	0.933203173373231	RP11-444E17.6	end	
1.86068552584759	0	0.930342762923794	RP3-365O12.2	end	
1.05043970769006	0.809699356740866	0.930069532215461	LAMA3	end	
1.04147386607528	0.816494120452246	0.928983993263766	IFI44	end	
1.85771806259619	0	0.928859031298094	RP11-93B14.9	end	
1.67925772026059	0.177792780983402	0.928525250621998	CA5B	end	
1.94038028237108	-0.0889496521110664	0.925715315130007	BACE2	end	
-0.0432037941477782	1.89457763422053	0.925686920036375	BRD2	end	
2.36810534962648	-0.517350389984764	0.925377479820858	PTGES	end	
1.29851669615755	0.551468439950761	0.924992568054155	FHL3	end	
0	1.84966191468326	0.92483095734163	AC017104.2	end	
1.51545977965175	0.333798545212185	0.924629162431965	KANK2	end	
0	1.84431157520214	0.92215578760107	CES1	end	
0	1.84397957901692	0.921989789508461	RP11-358D17.2	end	
0.771916880967063	1.07176094922323	0.921838915095148	MANBAL	end	
0	1.84355117324683	0.921775586623413	SLC22A2	end	
1.26467289148679	0.578081673269247	0.921377282378018	QRFPR	end	
1.84268994594735	0	0.921344972973677	MTRNR2L10	end	
1.84258817354976	0	0.92129408677488	RP11-327L3.3	end	
0.911878837447357	0.930613432927806	0.921246135187581	RP11-3K16.2	end	
1.887707634829	-0.049128188054742	0.919289723387131	TNIP1	end	
1.83219526011061	0	0.916097630055304	RP11-315D13.1	end	
0	1.83122075135879	0.915610375679393	RP3-486I3.4	end	
0.492021040301842	1.33655174309168	0.914286391696761	RPL7P19	end	
1.82732460521701	0	0.913662302608504	TMEM45B	end	
1.82674757464979	0	0.913373787324893	VWA2	end	
1.07539759675552	0.751037464283695	0.913217530519607	SLFN11	end	
1.82274087294976	0	0.91137043647488	DIO3	end	
1.82077286033751	0	0.910386430168754	FOXL2NB	end	
0.774701540594484	1.04302494865087	0.908863244622679	CARD6	end	
1.81663218774611	0	0.908316093873053	A4GALT	end	
-0.254980072827592	2.06683890405414	0.905929415613273	RP11-268J15.5	end	
-0.266161630264119	2.07796913082757	0.905903750281723	GATAD2A	end	
0.128654397520013	1.68201336930789	0.905333883413954	CBLN3	end	
1.80856741381921	0	0.904283706909603	PPARD	end	
1.80483138585162	0	0.90241569292581	CFAP45	end	
0.841025464980727	0.960737964356131	0.900881714668429	CTA-29F11.1	end	
0.954720163264772	0.844636742564129	0.899678452914451	RP1-142L7.9	end	
1.05239761932408	0.746047756654111	0.899222687989097	FES	end	
1.79744076593602	0	0.898720382968012	TESC	end	
-0.12701283669698	1.9242925419481	0.898639852625562	BCL7B	end	
0.603396993505171	1.19051680532823	0.8969568994167	CNKSR3	end	
2.99711060685759	-1.20411978765593	0.896495409600828	IGFBP3	end	
1.7924853768562	0	0.896242688428102	NAGS	end	
1.88403202040156	-0.0990685077131402	0.892481756344208	LMO2	end	
0.171507025507113	1.61135232656593	0.89142967603652	MLKL	end	
1.23040969373131	0.551436938422007	0.890923316076659	IQGAP1	end	
1.77901262546266	0	0.889506312731328	UPB1	end	
-0.084406570312388	1.86266716606677	0.889130297877193	RP11-48B3.4	end	
1.48805790027154	0.285691871116266	0.886874885693902	NTAN1	end	
1.77224603756268	0	0.886123018781342	HELZ2	end	
0	1.77054102389973	0.885270511949866	SMPD4P1	end	
1.76631141714865	0	0.883155708574324	ISM1	end	
-0.23980626059505	2.00426786268552	0.882230801045235	WARS	end	
0.830527046957334	0.932536052757409	0.881531549857371	FZD10-AS1	end	
1.38344304330081	0.379033375293492	0.881238209297149	PKIG	end	
2.5140313815498	-0.752614075311593	0.880708653119102	RP11-363E7.4	end	
1.1759679248663	0.583417433790553	0.879692679328427	OST4	end	
0.814005456469626	0.942738126492726	0.878371791481176	RARRES2	end	
1.7556362400235	0	0.87781812001175	SLC12A7	end	
0.785735968100739	0.969577135720525	0.877656551910632	SERPINB6	end	
1.75530224712424	0	0.877651123562121	HSF1	end	
0.882651701947152	0.872501776317873	0.877576739132513	TTN	end	
0	1.75372674527064	0.876863372635318	RP1-283K11.3	end	
0.895340466524724	0.857866372347663	0.876603419436194	S100A16	end	
1.88657779988625	-0.133576277412751	0.876500761236749	JUN	end	
1.75137696475613	0	0.875688482378063	RN7SKP203	end	
0.972886412110464	0.777220141372036	0.87505327674125	ZCCHC14	end	
